sciname,keyid,commonname,token,plantneeds_lightfull,plantneeds_lightpartialsun,plantneeds_lightshade,plantneeds_moisturelow,plantneeds_moisturemed,plantneeds_moisturehigh,plantneeds_seasonalwet,plantneeds_aquatic,plantneeds_uniquesoils_acid,plantneeds_uniquesoils_basic,plantneeds_uniquesoils_clay,plantneeds_uniquesoils_welldrained,plantneeds_uniquesoils_gravel,plantneeds_uniquesoils_peat,plantneeds_uniquesoils_silt,plantneeds_uniquesoils_rocky,plantneeds_uniquesoils_shale,plantneeds_uniquesoils_mesic,plantneeds_uniquesoils_loam,plantneeds_uniquesoils_adaptable,plantneeds_uniquesoils_someorganicmaterial,plantneeds_uniquesoils_rich,plantneeds_uniquesoils_sand,plantneeds_uniquesoils_moist,plantneeds_uniquesoils_mucky,plantneeds_uniquesoils_xeric,plantneeds_uniquesoils_decayingleaf,plantneeds_uniquesoils_poor,ghspreadrapidly,ghdeerresistant,ghgroundhogresistant,bloomsjan,bloomsfeb,bloomsmar,bloomsapr,bloomsmay,bloomsjun,bloomsjul,bloomsaug,bloomssep,bloomsoct,bloomsnov,bloomsdec,pcheightlow,pcheighthigh,pcspreadlow,pcspreadhigh,pcgroundcover,albemarle_county,charlottesville_city,buckingham_county,culpeper_county,fluvanna_county,greene_county,louisa_county,madison_county,nelson_county,orange_county,virginia,united_states,disputed,fauquier_county,rappahannock_county,usda_id,group,durations_perennial,durations_annual,durations_biennial,growthhabits_forb_herb,growthhabits_graminoid,growthhabits_shrub,growthhabits_tree,growthhabits_subshrub,growthhabits_vine,berry_nut_seed_product,christmas_tree_product,fodder_product,lumber_product,naval_store_product,nursery_stock_product,palatable_graze_animal,palatable_human,post_product,pulpwood_product,veneer_product,palatable_browse_animal,protein_potential,fuelwood_product,after_harvest_regrowth_rate,bloat,coppice_potential,fall_conspicuous,fire_resistant,flower_color,flower_conspicuous,foliage_color,foliage_porosity_summer,foliage_porosity_winter,foliage_texture,fruit_seed_color,fruit_seed_conspicuous,growth_form,growth_rate,height_mature_feet,known_allelopath,leaf_retention,lifespan,low_growing_grass,nitrogen_fixation,resprout_ability,shape_and_orientation,toxicity,cn_ratio,height_at_20_years_maximum_feet,adapted_to_coarse_textured_soils,adapted_to_fine_textured_soils,adapted_to_medium_textured_soils,anaerobic_tolerance,caco3_tolerance,cold_stratification_required,drought_tolerance,fertility_requirement,fire_tolerance,frost_free_days_minimum,hedge_tolerance,moisture_use,ph_maximum,ph_minimum,planting_density_per_acre_maximum,planting_density_per_acre_minimum,precipitation_maximum,precipitation_minimum,root_depth_minimum_inches,salinity_tolerance,shade_tolerance,temperature_minimum_f,bloom_period,commercial_availability,fruit_seed_abundance,fruit_seed_period_begin,fruit_seed_period_end,fruit_seed_persistence,propagated_by_bare_root,propagated_by_bulb,propagated_by_container,propagated_by_corm,propagated_by_cuttings,propagated_by_seed,propagated_by_sod,propagated_by_sprigs,propagated_by_tubers,seed_spread_rate,seedling_vigor,small_grain,vegetative_spread_rate,seed_per_pound,active_growth_spring,active_growth_summer,active_growth_fall,active_growth_winter
Antennaria neglecta,1125,field pussytoes,ANNE,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,2.0,4.0,1.0,7,True,True,True,False,False,False,False,False,True,False,False,True,True,False,True,True,31762,Dicot,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,Low,,,Slow,None,False,False,False,Red,False,Dark Green,Porous,Porous,Fine,Brown,False,Stoloniferous,Slow,1.0,False,False,Short,False,None,False,Prostrate,None,Medium,,False,True,True,None,Medium,False,Low,Medium,High,90,None,Low,7.5,5.5,,,60,11,9,None,Intolerant,-38,Late Spring,No Known Source,Medium,Spring,Summer,False,False,False,False,False,False,True,False,False,False,Slow,Low,False,Slow,6600000,True,True,False,False
Antennaria plantaginifolia,1126,"plantain leaf pussytoes,Woman's Tobacco ",ANPL,True,True,False,True,,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,,False,False,False,False,True,True,True,True,False,False,False,False,False,False,1.0,4.0,4.0,6,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,31814,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Antennaria virginica,1127,shale barren pussytoes,ANVI13,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,1.0,6.0,,,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True,31911,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Aquilegia canadensis,1129,wild columbine,AQCA,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,1.0,2.0,1.0,1.5,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,72621,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Arisaema dracontium,1131,green dragon,ARDR3,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,8.0,24.0,,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,16310,Monocot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Arisaema triphyllum,1132,Jack-in-the-pulpit,ARTR,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,False,False,False,False,1.0,3.0,,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,16316,Monocot,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,Low,Low,,,None,False,True,False,White,True,Green,Dense,Dense,Coarse,Red,True,Rhizomatous,Moderate,1.5,True,False,Moderate,False,None,False,Erect,Slight,High,,True,False,True,Medium,Medium,False,Low,High,Low,175,None,High,7.0,4.8,11000,4800,50,34,8,None,Tolerant,-18,Early Summer,Routinely Available,Low,Summer,Summer,True,True,False,True,True,False,True,False,False,False,Slow,Low,False,Slow,110000,True,True,False,False
Artemisia ludoviciana,1134,white sagebrush,ARLU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32298,Dicot,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,Medium,False,False,False,False,Medium,Medium,,Slow,None,False,False,True,White,False,White-Gray,Porous,Moderate,Medium,White,False,Rhizomatous,Rapid,3.0,True,False,Short,False,None,False,Erect,None,High,,True,True,True,None,High,True,Medium,Medium,Medium,70,Medium,Medium,9.0,6.0,10000,4800,60,10,8,Medium,Intolerant,-38,Mid Summer,Routinely Available,Medium,Summer,Fall,False,False,False,True,False,True,True,False,True,False,Moderate,Medium,False,Moderate,4048000,True,True,False,False
Aruncus dioicus,1135,goats beard,ARDI8,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3.0,6.0,2.0,4,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,88802,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Asarum canadense,1137,wild ginger,ASCA,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,4.0,6.0,0.5,2,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,71268,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Asclepias incarnata,1138,swamp milkweed,ASIN,True,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,2.0,4.0,2.0,4,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,43539,Dicot,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,,Low,,Slow,None,False,False,True,Red,True,Green,Moderate,Porous,Coarse,Brown,False,Rhizomatous,Moderate,4.9,False,False,Moderate,False,None,False,Erect,Moderate,,,False,True,True,High,Medium,False,None,Medium,Low,107,None,High,8.0,5.0,7200,3450,65,15,18,None,Intolerant,-38,Fall,Routinely Available,Medium,Spring,Fall,True,False,False,False,False,False,True,False,True,False,Slow,Low,False,Slow,153761,True,False,False,False
Asclepias quadrifolia,1628,four leaf milkweed,ASQU,True,True,,True,True,,,,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,,True,,False,False,False,False,True,True,True,False,False,False,False,False,1.0,2.5,0.75,1.5,,,,,,,,,,,,,,,,,43580,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Asclepias syriaca,1139,common milkweed,ASSY,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,2.0,6.0,,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,43599,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Asclepias tuberosa,1140,butterfly weed,ASTU,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,1.0,2.5,1.0,1.5,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,43605,Dicot,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Low,False,False,False,False,Low,Low,,Slow,None,False,False,False,Orange,True,Green,Moderate,Porous,Coarse,Brown,True,Multiple Stem,Slow,2.0,False,False,Moderate,False,None,False,Erect,None,Low,,True,False,True,None,Medium,False,High,Low,High,135,None,Low,6.8,4.8,7200,3450,45,28,16,None,Intolerant,-33,Mid Summer,Routinely Available,Medium,Summer,Fall,False,False,False,True,False,False,True,False,False,False,Slow,Low,False,None,70000,True,True,False,False
Asclepias variegata,1141,"red ring,white milkweed",ASVA,,True,True,True,True,,,,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,,True,True,False,False,False,False,True,True,False,False,False,False,False,False,2.0,4.0,1.0,3,,True,True,True,True,True,False,False,False,True,True,True,True,False,True,False,43619,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Asclepias verticillata,1142,whorled milkweed,ASVE,True,True,,True,True,,,,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,1.0,2.0,1.0,2,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,False,43621,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Ascyrum or Hypericum hypericoides,1143,St. Andrews cross,HYHYH,True,True,False,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,1.0,4.0,,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,68486,Dicot,True,False,False,False,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Astragalus canadensis,1146,Canadian milkvetch,ASCA11,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,1.5,3.5,,,False,True,True,True,False,False,True,False,False,True,False,True,True,False,False,False,77136,Dicot,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,Low,False,False,False,False,Low,Medium,,Moderate,None,False,False,False,White,True,Green,Porous,Porous,Fine,Brown,False,Stoloniferous,Moderate,0.5,False,False,Short,False,Low,False,Prostrate,Slight,Medium,,False,False,True,Medium,Low,False,Medium,Medium,High,175,None,Medium,8.0,6.0,,,50,20,10,None,Intolerant,-38,Mid Summer,Routinely Available,Low,Summer,Fall,False,False,False,False,False,False,True,False,False,False,Slow,Medium,False,Slow,270500,True,True,True,False
Baptisia australis,1149,"blue wild indigo, false indigo",BAAU,True,,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,3.0,5.0,3.0,3,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,78033,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Baptisia tinctoria,1150,yellow wild indigo,BATI,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,2.0,3.0,2.0,3,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,78085,Dicot,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,Medium,Low,,Slow,None,False,False,False,Yellow,True,Gray-Green,Moderate,Porous,Medium,Brown,False,Single Crown,Moderate,2.5,False,False,Moderate,False,Low,False,Erect,None,Medium,,True,False,True,None,High,False,High,Low,High,190,None,Low,7.0,5.8,,,60,35,16,None,Intolerant,2,Mid Summer,No Known Source,Low,Summer,Fall,False,False,False,False,False,False,True,False,False,False,Slow,Low,False,None,300000,False,True,False,False
Bidens aristosa,1155,bearded beggar ticks or bur marigold,BIAR,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,3.0,6.0,,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,32620,Dicot,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,Low,Low,,Slow,None,False,False,False,Yellow,True,Green,Moderate,Porous,Coarse,Brown,True,Single Crown,Rapid,3.5,False,False,,False,None,False,Erect,None,Medium,,False,True,True,Medium,Medium,False,Low,Medium,Low,140,None,High,7.0,5.0,,,55,22,8,None,Intermediate,52,Late Summer,Routinely Available,High,Summer,Fall,True,False,False,False,False,False,True,False,False,False,Rapid,High,False,None,130000,True,True,True,False
Bidens cernua,1156,nodding beggar ticks or bur marigold,BICE,True,True,False,,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,2.0,3.5,2.0,4,False,True,True,True,True,True,True,False,False,True,False,True,True,False,True,True,32652,Dicot,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,Low,Low,,Slow,None,False,True,False,Yellow,True,Green,Moderate,Porous,Coarse,Purple,False,Single Crown,Rapid,3.2,False,False,,False,None,False,Erect,None,Medium,,True,True,True,Medium,Medium,False,Low,Medium,Low,85,None,High,7.0,5.1,,,55,32,8,Low,Intermediate,47,Late Summer,Routinely Available,High,Summer,Fall,True,False,False,False,False,False,True,False,False,False,Rapid,High,False,None,43324,True,True,True,False
Bidens frondosa,1157,"common,devil's beggar tick",BIFR,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,1.0,3.0,,,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,32705,Dicot,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,Low,Low,,Slow,None,False,False,False,Yellow,False,Green,Moderate,Porous,Coarse,Brown,True,Single Crown,Rapid,4.0,False,False,,False,None,False,Erect,None,High,,True,False,True,Medium,Medium,False,Low,Medium,None,80,None,Medium,7.2,5.2,,,60,24,8,None,Intermediate,47,Late Summer,Routinely Available,High,Summer,Fall,True,False,False,False,False,False,True,False,False,False,Moderate,Medium,False,None,195300,True,True,True,False
Bryodesma rupestre,1549,"rock sellaginella,rock spike moss",SERU,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,2.0,6.0,,,False,True,True,True,False,False,True,False,True,True,False,True,True,False,False,True,12726,Lycopod,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Caltha palustris,1166,"marsh marigold,cowslip",CAPA5,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,,,,,,,,,,,,,0.5,2.0,,,False,True,True,False,False,False,True,False,True,True,False,True,True,False,True,True,72708,Dicot,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,,Slow,None,False,False,False,Yellow,True,Green,Porous,Porous,Coarse,Brown,False,Single Crown,Slow,2.0,False,False,Moderate,False,None,False,Semi-Erect,None,High,,False,True,True,High,Low,False,None,Medium,High,80,None,High,6.8,4.9,4800,1700,60,30,8,None,Intolerant,-38,Mid Spring,Routinely Available,Medium,Summer,Summer,False,False,False,True,False,False,True,False,False,False,Moderate,Medium,False,None,554000,True,False,False,False
Chamaecrista fasciculata,1209,partridge pea,CHFA2,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,3.0,,,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,78361,Dicot,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,Medium,False,False,False,False,Medium,High,,,None,False,False,False,Yellow,True,Green,Moderate,Porous,Medium,Brown,False,Bunch,Rapid,2.4,False,False,,False,Medium,False,Erect,Slight,Low,,True,False,True,None,Low,False,Medium,Medium,None,130,None,Medium,7.5,6.5,,,65,14,14,None,Tolerant,-3,Early Summer,Routinely Available,High,Summer,Summer,False,False,False,False,False,False,True,False,False,False,Rapid,High,False,None,65000,True,False,False,False
Chelone glabra,1214,white turtlehead,CHGL2,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,False,False,2.0,3.0,1.0,1.5,False,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,50704,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
